player_id,first_name,last_name,country,dob,turned_pro,weight,height,birth_city,birth_country,hand,backhand,coach
,Rodney,Young,USA,,,,,,,right-handed,unknown backhand,
,Rodrigo,Faria,BRA,19720630.0,,,,,,right-handed,unknown backhand,
,Rodrigo,Nauarro,BOL,,,,,,,right-handed,unknown backhand,
,Rodrigo,Urrutia,CHI,,,,,,,right-handed,unknown backhand,
,Rodrigo,Urzua,CHI,19680712.0,,,,,,right-handed,unknown backhand,
,Roger,Ferrandi,RSA,,,,,,,right-handed,unknown backhand,
,Roger,Grant,AUS,19600623.0,,,,,,right-handed,unknown backhand,
,Roger,Jeppson,SWE,,,,,,,right-handed,unknown backhand,
,Roger,Mckee,USA,,,,,,,right-handed,unknown backhand,
,Roger,Pettersson,SWE,19720405.0,,,,,,right-handed,unknown backhand,
,Roger,Stueber,SUI,,,,,,,right-handed,unknown backhand,
,Roger,Warmenhoven,NED,19690510.0,,,,,,right-handed,unknown backhand,
,Rogerio,Cypriano,BRA,,,,,,,right-handed,unknown backhand,
,Rohit,Rajpal,IND,19710122.0,,,,,,right-handed,unknown backhand,
,Roland,Leissler,GER,19720814.0,,,,,,right-handed,unknown backhand,
,Roland,So,PHI,19660622.0,,,,,,right-handed,unknown backhand,
,Roland,Steigler,AUT,,,,,,,right-handed,unknown backhand,
,Roland,Tekenbroek,RSA,,,,,,,right-handed,unknown backhand,
,Roland,Toernqvist,SWE,,,,,,,right-handed,unknown backhand,
,Rolando,Zalameda,PHI,19580925.0,,,,,,right-handed,unknown backhand,
,Rolf,Engelhorn,GER,,,,,,,right-handed,unknown backhand,
,Rolf,Seitz,BRA,19760318.0,,,,,,right-handed,unknown backhand,
,Rollin,Tyler,USA,,,,,,,right-handed,unknown backhand,
,Rolph,Busch,RSA,,,,,,,right-handed,unknown backhand,
,Roman,Ruppenthal,GER,19740218.0,,,,,,right-handed,unknown backhand,
,Romanus,Chuks Nwazu,NGR,,,,,,,right-handed,unknown backhand,
,Romeo,Rafon,PHI,,,,,,,right-handed,unknown backhand,
,Ron,Dutton,NZL,,,,,,,right-handed,unknown backhand,
,Ron,Ward,USA,19670418.0,,,,,,right-handed,unknown backhand,
,Ron,Woodbridge,AUS,,,,,,,right-handed,unknown backhand,
,Roope,Kalajo,FIN,,,,,,,right-handed,unknown backhand,
,Roselle,Nilo Natividad,PHI,,,,,,,right-handed,unknown backhand,
,Ross,Shaw,USA,,,,,,,right-handed,unknown backhand,
,Rotimi,Akinloye,NGR,,,,,,,right-handed,unknown backhand,
,Roy,Canada,MEX,19701105.0,,,,,,right-handed,unknown backhand,
,Rozzell,Lightfoot,USA,,,,,,,right-handed,unknown backhand,
,Ruben,Alvarenga,PAR,19720829.0,,,,,,right-handed,unknown backhand,
,Rubin,Perczek,COL,,,,,,,right-handed,unknown backhand,
,Ruby,Hoskowetz,AUT,19461012.0,,,,,,right-handed,unknown backhand,
,Rudi,Prinsloo,RSA,,,,,,,right-handed,unknown backhand,
,Rudolf,Fekete,HUN,,,,,,,right-handed,unknown backhand,
,Ruggero,Gorgoglione,ITA,,,,,,,right-handed,unknown backhand,
,Ruslan,Raynov,BUL,,,,,,,right-handed,unknown backhand,
,Ruslon,Rainov,BUL,19640206.0,,,,,,right-handed,unknown backhand,
,S,Eummongkol,THA,,,,,,,right-handed,unknown backhand,
,S,Viljoen,RSA,,,,,,,right-handed,unknown backhand,
,Sachio,Kato,JPN,19480813.0,,,,,,right-handed,unknown backhand,
,Sadao,Kosugi,JPN,19501116.0,,,,,,right-handed,unknown backhand,
,Saeed,Meer,PAK,,,,,,,right-handed,unknown backhand,
,Salahaddine,Adbib,MAR,19740614.0,,,,,,right-handed,unknown backhand,
,Saleem,Rana,NGR,,,,,,,right-handed,unknown backhand,
,Salil,Seshadri,IND,19761026.0,,,,,,right-handed,unknown backhand,
,Salvador,Cabeza,ESP,,,,,,,right-handed,unknown backhand,
,Sam,Hunt,USA,,,,,,,right-handed,unknown backhand,
,Sam,Kipkoech,KEN,,,,,,,right-handed,unknown backhand,
,Sam,Moore,USA,,,,,,,right-handed,unknown backhand,
,Sami,Seppaenen,FIN,,,,,,,right-handed,unknown backhand,
,Samie,De Necker,RSA,,,,,,,right-handed,unknown backhand,
,Sammy,Martin,USA,,,,,,,right-handed,unknown backhand,
,Samuel,Constantino,MEX,,,,,,,right-handed,unknown backhand,
,Sandor,Kiss,HUN,19561120.0,,,,,,right-handed,unknown backhand,
,Sang Soo,Lee,KOR,,,,,,,right-handed,unknown backhand,
,Santiago,Moncayo,ECU,19780912.0,,,,,,right-handed,unknown backhand,
,Sasa,Mahr Batuz,USA,,,,,,,right-handed,unknown backhand,
,Saul,Araujo,MEX,,,,,,,right-handed,unknown backhand,
,Savvas,Constantinou,CYP,19730607.0,,,,,,right-handed,unknown backhand,
,Schalk,Van Der Schyff,RSA,,,,,,,right-handed,unknown backhand,
,Scott,Brown,USA,19820916.0,,,,,,right-handed,unknown backhand,
,Scott,Clark,NZL,19770505.0,,,,,,right-handed,unknown backhand,
,Scott,Dillon,USA,,,,,,,right-handed,unknown backhand,
,Scott,Foreman,USA,,,,,,,right-handed,unknown backhand,
,Scott,Grimes,USA,,,,,,,right-handed,unknown backhand,
,Scott,Hulse,USA,,,,,,,right-handed,unknown backhand,
,Scott,Marshall,USA,19641103.0,,,,,,right-handed,unknown backhand,
,Scott,Stewart,USA,,,,,,,right-handed,unknown backhand,
,Scott,Vowels,USA,,,,,,,right-handed,unknown backhand,
,Scott,West,AUS,,,,,,,right-handed,unknown backhand,
,Scott,Wlodychak,USA,,,,,,,right-handed,unknown backhand,
,Sean,Montgomery,GBR,,,,,,,right-handed,unknown backhand,
,Sebastian,Allende,ARG,,,,,,,right-handed,unknown backhand,
,Sebastian,Romano,ARG,,,,,,,right-handed,unknown backhand,
,Sebastian,Soresini,ITA,19680311.0,,,,,,right-handed,unknown backhand,
,Sebastien,Gerard,FRA,19670901.0,,,,,,right-handed,unknown backhand,
,Sebastien,Hette,FRA,19720609.0,,,,,,right-handed,unknown backhand,
,Sebastien,Mattieu,FRA,19730924.0,,,,,,right-handed,unknown backhand,
,Segun,Balogun,NGR,,,,,,,right-handed,unknown backhand,
,Seok Jin,Chung,KOR,,,,,,,right-handed,unknown backhand,
,Seong Hoon,Choi,KOR,,,,,,,right-handed,unknown backhand,
,Sergei,Leonjuk,RUS,19600403.0,,,183.0,,,right-handed,unknown backhand,
,Sergej,Skakun,RUS,,,,,,,right-handed,unknown backhand,
,Sergio,Ayo,USA,19751104.0,,,,,,right-handed,unknown backhand,
,Sergio,Campos,MEX,,,,,,,right-handed,unknown backhand,
,Sergio,Castillo,ESP,,,,,,,right-handed,unknown backhand,
,Sergio,Chasvin,ARG,,,,,,,right-handed,unknown backhand,
,Sergio,Gariotti,ARG,,,,,,,right-handed,unknown backhand,
,Sergio,Goytea,ARG,,,,,,,right-handed,unknown backhand,
,Sergio,Naufel,BRA,19720702.0,,,,,,right-handed,unknown backhand,
,Sergio,Ribeiro,BRA,19670102.0,,,,,,right-handed,unknown backhand,
,Sergio,Rico,MEX,19720223.0,,,,,,right-handed,unknown backhand,
,Sergio,Speciale,VEN,,,,,,,right-handed,unknown backhand,
,Seth,Bowen,USA,,,,,,,right-handed,unknown backhand,
,Shai,Friedman,ISR,,,,,,,right-handed,unknown backhand,
,Shai,Puni,ISR,,,,,,,right-handed,unknown backhand,
,Shamil,Tarpischev,RUS,19480307.0,,,,,,right-handed,unknown backhand,
,Shanker,Krishnan,IND,19580316.0,,,,,,right-handed,unknown backhand,
,Shigefusa,Kanroji,JPN,19670602.0,,,,,,right-handed,unknown backhand,
,Shinichi,Nishino,JPN,19620125.0,,,,,,right-handed,unknown backhand,
,Shinichi,Sakamoto,JPN,19540416.0,,,,,,right-handed,unknown backhand,
,Shinya,Tanaka,JPN,19650525.0,,,,,,right-handed,unknown backhand,
,Shlomo,Shemesh,ISR,,,,,,,right-handed,unknown backhand,
,Shoichi,Horiuchi,JPN,19600201.0,,,,,,right-handed,unknown backhand,
,Shoichi,Tatsuno,JPN,19580909.0,,,,,,right-handed,unknown backhand,
,Shoji,Katoh,JPN,19660518.0,,,,,,right-handed,unknown backhand,
,Shu Wah,Liu,CHN,,,,,,,right-handed,unknown backhand,
,Shuchen,Li,CHN,,,,,,,right-handed,unknown backhand,
,Shuon,Madden,USA,19791110.0,,,,,,right-handed,unknown backhand,
,Sigifredo,Hidalgo,COL,19620917.0,,,,,,right-handed,unknown backhand,
,Silvio,Moine,ITA,19670621.0,,,,,,right-handed,unknown backhand,
,Silviu,Gorgan,ROU,,,,,,,right-handed,unknown backhand,
,Simon,Robinson,NZL,,,,198.0,,,right-handed,unknown backhand,
,Simone,Ercoli,ITA,,,,,,,right-handed,unknown backhand,
,Singgih,Basuki,INA,,,,,,,right-handed,unknown backhand,
,Sivagnanam,Suresh,SRI,,,,,,,right-handed,unknown backhand,
,Smart,Emoakemeh,NGR,,,,,,,right-handed,unknown backhand,
,Solomon,Ogedegbe,NGR,,,,,,,right-handed,unknown backhand,
,Sombat,Uammongkol,THA,,,,,,,right-handed,unknown backhand,
,Sotero,Rebelo,POR,19641006.0,,,,,,right-handed,unknown backhand,
,Souichi,Nakamura,JPN,,,,,,,right-handed,unknown backhand,
,Spencer,Kooshian,USA,,,,,,,right-handed,unknown backhand,
,Spencer,Segura,USA,,,,,,,right-handed,unknown backhand,
,Spyros,Charalamdous,CYP,19730325.0,,,,,,right-handed,unknown backhand,
,Srdan,Muskatirovic,SRB,19720410.0,,,,,,right-handed,unknown backhand,
,Stacey,Foster,USA,,,,,,,right-handed,unknown backhand,
,Stanley,Shaw,GER,,,,,,,right-handed,unknown backhand,
,Steen,Dannisgard,DEN,,,,,,,right-handed,unknown backhand,
,Stefan,Dahlberg,SWE,,,,,,,right-handed,unknown backhand,
,Stefan,Dallwitz,MEX,19640629.0,,,,,,right-handed,unknown backhand,
,Stefan,Kohlmann,GER,,,,,,,right-handed,unknown backhand,
,Stefan,Lennholm,SWE,,,,,,,right-handed,unknown backhand,
,Stefan,Lohse,GER,19680107.0,,,,,,right-handed,unknown backhand,
,Stefan,Olsson,SWE,,,,,,,right-handed,unknown backhand,
,Stefan,Serbailo,UKR,19700315.0,,,,,,right-handed,unknown backhand,
,Stefan,Tzvetkov,BUL,19700420.0,,,,,,right-handed,unknown backhand,
,Stefano,Carassai,ITA,,,,,,,right-handed,unknown backhand,
,Stefano,Caroni,ITA,,,,,,,right-handed,unknown backhand,
,Stefano,Colombo,ITA,19680704.0,,,,,,right-handed,unknown backhand,
,Stefano,Mastrogirolamo,ITA,,,,,,,right-handed,unknown backhand,
,Stefano,Mezzadri,SUI,19670526.0,,,,,,right-handed,unknown backhand,
,Stelian,Gima,ROU,19740107.0,,,,,,right-handed,unknown backhand,
,Stephan,Bienz,SUI,19660728.0,,,,,,right-handed,unknown backhand,
,Stephan,Cambal,SUI,,,,,,,right-handed,unknown backhand,
,Stephane,Andriolo,FRA,19711106.0,,,,,,right-handed,unknown backhand,
,Stephane,Oberer,SUI,19630925.0,,,,,,right-handed,unknown backhand,
,Stephen,Enriquez,USA,,,,,,,right-handed,unknown backhand,
,Stephen,Healy,NZL,,,,,,,right-handed,unknown backhand,
,Stephen,Heron,GBR,,,,,,,right-handed,unknown backhand,
,Stephen,Mandl,SUI,,,,,,,right-handed,unknown backhand,
,Stephen,Meyers,AUS,,,,,,,right-handed,unknown backhand,
,Stephen,Myers,AUS,19550115.0,,,,,,right-handed,unknown backhand,
,Stephen,Olagbegi,NGR,,,,,,,right-handed,unknown backhand,
,Stephen,Thompson,AUS,,,,,,,right-handed,unknown backhand,
,Steve,Cornelissen,BEL,19690715.0,,,,,,right-handed,unknown backhand,
,Steve,Ethier,USA,,,,,,,right-handed,unknown backhand,
,Steve,Gunderson,USA,,,,,,,right-handed,unknown backhand,
,Steve,Tidball,USA,19461221.0,,,,,,right-handed,unknown backhand,
,Steve,Jung,USA,19670501.0,,,,,,right-handed,unknown backhand,
,Steve,Lang,NZL,,,,,,,right-handed,unknown backhand,
,Steve,Maloney,AUS,19600708.0,,,,,,right-handed,unknown backhand,
,Steve,Messmer,USA,,,,,,,right-handed,unknown backhand,
,Steve,Mott,USA,19541117.0,,,,,,right-handed,unknown backhand,
,Steve,Packham,AUS,,,,,,,right-handed,unknown backhand,
,Steve,Rogul,USA,19570203.0,,,,,,right-handed,unknown backhand,
,Steve,Tourdo,USA,,,,,,,right-handed,unknown backhand,
,Steve,Wiere,USA,19680708.0,,,,,,right-handed,unknown backhand,
,Steve,Wilson,USA,,,,,,,right-handed,unknown backhand,
,Steven,Alger,BER,,,,188.0,,,left-handed,unknown backhand,
,Steven,Harley,NZL,,,,,,,right-handed,unknown backhand,
,Steven,Kangwa,ZAM,19661125.0,,,,,,right-handed,unknown backhand,
,Steven,Kasigwa,KEN,,,,,,,right-handed,unknown backhand,
,Steven,Leier,CAN,19650211.0,,,,,,right-handed,unknown backhand,
,Steven,Wright,AUS,,,,,,,right-handed,unknown backhand,
,Stewart,Keller,USA,,,,,,,right-handed,unknown backhand,
,Stewart,Osborne,RSA,,,,,,,right-handed,unknown backhand,
,Stu,Saiki,USA,,,,,,,right-handed,unknown backhand,
,Stuart,Sarnia,JAM,19600302.0,,,,,,right-handed,unknown backhand,
,Suehiro,Ito,JPN,,,,,,,right-handed,unknown backhand,
,Suharyadi,Suharyadi,INA,19650214.0,,,,,,right-handed,unknown backhand,
,Suhel,Malhotra,IND,19770601.0,,,,,,right-handed,unknown backhand,
,Sunil,Reddy,IND,,,,,,,right-handed,unknown backhand,
,Supoj,Meesawad,THA,,,,,,,right-handed,unknown backhand,
g204,Sven,Groeneveld,NED,19650722.0,,,,,,right-handed,unknown backhand,
,Sven,Stadtlander,GER,19740922.0,,,,,,right-handed,unknown backhand,
,Svend Erik,Nielsen,DEN,,,,,,,right-handed,unknown backhand,
,Tad,Grattan,USA,,,,,,,right-handed,unknown backhand,
,Tadeo,Morales,BRA,,,,,,,right-handed,unknown backhand,
,Tadeu,Luiz,BRA,,,,,,,right-handed,unknown backhand,
,Tadeusz,Nowicki,POL,19460707.0,,,,,,right-handed,unknown backhand,
,Taghi,Akbari,IRI,19451214.0,,,,,,right-handed,unknown backhand,
,Tai Wei,Liu,TPE,19851031.0,,,,,,left-handed,unknown backhand,
,Taisen,Kanai,JPN,19520507.0,,,,,,right-handed,unknown backhand,
,Takanobu,Fujii,JPN,19871008.0,,,,,,right-handed,unknown backhand,
,Takashi,Murakami,JPN,19660117.0,,,,,,right-handed,unknown backhand,
,Takayoshi,Shibuya,JPN,19580222.0,,,,,,right-handed,unknown backhand,
,Takehiko,Nishiwaki,JPN,19471121.0,,,,,,right-handed,unknown backhand,
,Takeshi,Koura,JPN,19421113.0,,,,,,right-handed,unknown backhand,
,Takeshi,Murakami,JPN,19650223.0,,,,,,right-handed,unknown backhand,
,Takeshi,Omono,JPN,19681223.0,,,,,,right-handed,unknown backhand,
,Tal,Harel,ISR,19750208.0,,,,,,right-handed,unknown backhand,
,Talito,Corrales,ESP,19750426.0,,,,,,right-handed,unknown backhand,
,Taras,Beiko,UKR,19680210.0,,,,,,right-handed,unknown backhand,
,Tarek,El Sakka,EGY,19621011.0,,,180.0,,,right-handed,unknown backhand,
,Ted,Williams,USA,,,,,,,right-handed,unknown backhand,
,Teddy,Tanjung,INA,,,,,,,right-handed,unknown backhand,
,Teddy,Viator,USA,,,,,,,right-handed,unknown backhand,
,Teimuraz,Kakoulia,RUS,,,,,,,right-handed,unknown backhand,
,Teodor,Batchev,BUL,19630704.0,,,,,,right-handed,unknown backhand,
,Terje,Larsen,SWE,,,,,,,left-handed,unknown backhand,
,Terrell,Davis,USA,,,,,,,right-handed,unknown backhand,
,Terry,Bennett,USA,,,,,,,right-handed,unknown backhand,
,Terry,Deeth,AUS,19680522.0,,,,,,right-handed,unknown backhand,
,Terry,Ward,USA,19581116.0,,,,,,right-handed,unknown backhand,
,Tertius,Reynders,RSA,19660725.0,,,,,,right-handed,unknown backhand,
,Tetsu,Kuramitsu,JPN,19440709.0,,,,,,right-handed,unknown backhand,
,Tetsuya,Sato,JPN,19690326.0,,,,,,right-handed,unknown backhand,
,Theo,Gorter,NED,19560712.0,,,,,,right-handed,unknown backhand,
,Theo,Hoek,NED,,,,,,,right-handed,unknown backhand,
,Thibault,Kuentz,FRA,19580607.0,,,,,,right-handed,unknown backhand,
,Thierno,Ly,SEN,19630801.0,,,,,,right-handed,unknown backhand,
,Thierry,Bernasconi,FRA,19500903.0,,,188.0,,,right-handed,unknown backhand,
,Thierry,Purini,AUS,,,,,,,right-handed,unknown backhand,
,Thierry,Quintin,ARG,,,,,,,right-handed,unknown backhand,
s167,Thierry,Stevaux,BEL,19560614.0,,,,,,right-handed,unknown backhand,
v114,Thierry,Van Den Daele,FRA,19660527.0,,,,,,right-handed,unknown backhand,
,Thies,Roepcke,GER,19540720.0,,,,,,right-handed,unknown backhand,
,Thilo,Fritschi,GER,,,,,,,right-handed,unknown backhand,
,Thomas,Andersen,DEN,19720311.0,,,,,,right-handed,unknown backhand,
,Thomas,Bischof,AUT,19660220.0,,,,,,right-handed,unknown backhand,
,Thomas,Breuninger,GER,19700505.0,,,,,,right-handed,unknown backhand,
,Thomas,Burwell,USA,19670602.0,,,,,,right-handed,unknown backhand,
e053,Thomas,Emmrich,GER,19530721.0,,,,,,right-handed,unknown backhand,
,Thomas,Fergg,GER,19691215.0,,,,,,right-handed,unknown backhand,
,Thomas,Furst,GER,,,,,,,right-handed,unknown backhand,
,Thomas,Harr,DEN,19720207.0,,,,,,right-handed,unknown backhand,
,Thomas,Holzmann,AUT,,,,,,,right-handed,unknown backhand,
,Thomas,Prerovsky,AUT,19690215.0,,,,,,right-handed,unknown backhand,
,Thomas,Soerensen,DEN,19690910.0,,,,,,right-handed,unknown backhand,
,Thomas,Tunner,AUT,19670211.0,,,,,,right-handed,unknown backhand,
,Tilo,Gforer,GER,,,,,,,right-handed,unknown backhand,
,Tim,Anderson,USA,19570307.0,,,,,,right-handed,unknown backhand,
,Tim,Arnot,USA,,,,,,,right-handed,unknown backhand,
,Tim,Blondeel,BEL,,,,,,,right-handed,unknown backhand,
,Tim,Capulong,USA,,,,,,,right-handed,unknown backhand,
,Tim,Clements,AUS,,,,,,,right-handed,unknown backhand,
,Tim,Norton,USA,,,,,,,right-handed,unknown backhand,
,Tim,Shadiev,RUS,,,,,,,right-handed,unknown backhand,
,Tim,Vann,USA,19520423.0,,,,,,right-handed,unknown backhand,
,Timo,Pulkowski,GER,,,,,,,right-handed,unknown backhand,
,Tintus,Wibowo,INA,19600819.0,,,,,,right-handed,unknown backhand,
,Tjerk,Bogtstra,NED,,,,,,,right-handed,unknown backhand,
,Toby,Crabel,USA,19550505.0,,,,,,right-handed,unknown backhand,
,Todd,Viney,AUS,,,,,,,right-handed,unknown backhand,
c226,Tom,Christensen,DEN,19490913.0,,,,,,right-handed,unknown backhand,
,Tom,Csipkay,USA,,,,,,,right-handed,unknown backhand,
,Tom,Cuming,USA,,,,,,,right-handed,unknown backhand,
,Tom,Frisher,ISR,,,,175.0,,,right-handed,unknown backhand,
,Tom,Furukrantz,SWE,19671123.0,,,,,,right-handed,unknown backhand,
,Tom,Henriksen,SWE,,,,,,,right-handed,unknown backhand,
,Tom,Holtman,USA,,,,,,,right-handed,unknown backhand,
,Tom,Kieffer,USA,,,,,,,right-handed,unknown backhand,
,Tom,Kreiss,USA,,,,,,,right-handed,unknown backhand,
,Tom,Lee,USA,,,,,,,right-handed,unknown backhand,
,Tom,Lucci,USA,,,,,,,right-handed,unknown backhand,
,Tom,Mott,USA,19570326.0,,,,,,right-handed,unknown backhand,
,Tom,Opsahl,NOR,,,,,,,right-handed,unknown backhand,
,Tom,Toomey,USA,19640413.0,,,,,,right-handed,unknown backhand,
,Toma,Ovici,ROU,19490531.0,,,,,,right-handed,unknown backhand,
,Tomas,Fort,RUS,,,,,,,right-handed,unknown backhand,
,Tomas,Klimek,CZE,,,,,,,right-handed,unknown backhand,
,Tomas,Krapl,SUI,,,,,,,right-handed,unknown backhand,
,Tomas,Malisewski,POL,,,,,,,right-handed,unknown backhand,
,Tomas,Weindorfer,AUT,19691224.0,,,,,,right-handed,unknown backhand,
,Tomasz,Lichon,POL,19710630.0,,,,,,right-handed,unknown backhand,
,Tomer,Zimmerman,ISR,19661227.0,,,,,,right-handed,unknown backhand,
,Tony,Bujan,USA,19700911.0,,,,,,right-handed,unknown backhand,
,Tony,Dawson,AUS,,,,,,,right-handed,unknown backhand,
,Tony,Jonsson,NOR,19660620.0,,,,,,right-handed,unknown backhand,
,Tony,Macken,CAN,,,,,,,right-handed,unknown backhand,
,Tony,Mitchell,GBR,,,,,,,right-handed,unknown backhand,
,Tony,Pipa,USA,19640817.0,,,,,,right-handed,unknown backhand,
,Tony,Richey,JAM,,,,,,,right-handed,unknown backhand,
,Tony,Stone,AUS,,,,,,,right-handed,unknown backhand,
,Tony,Trear,USA,,,,,,,right-handed,unknown backhand,
,Tony,Withers,USA,,,,,,,right-handed,unknown backhand,
,Torquato,Artaldi,ITA,,,,,,,right-handed,unknown backhand,
,Torquato,Rossini,ITA,19580527.0,,,,,,right-handed,unknown backhand,
,Torsten,Park,GER,19710403.0,,,,,,right-handed,unknown backhand,
,Toshitsugu,Mori,JPN,19691222.0,,,,,,right-handed,unknown backhand,
,Toshiyuki,Tsuji,JPN,19630529.0,,,,,,right-handed,unknown backhand,
,Travis,Boyd,USA,,,,,,,right-handed,unknown backhand,
,Trevor,Little,AUS,,,,,,,right-handed,unknown backhand,
,Trevor,Raal,RSA,,,,,,,right-handed,unknown backhand,
,Troy,Collins,USA,19600908.0,,,,,,right-handed,unknown backhand,
,Troy,Turnbull,NZL,,,,,,,right-handed,unknown backhand,
,Trym,Landa,NOR,,,,,,,right-handed,unknown backhand,
,Tyler,Corse,USA,,,,,,,right-handed,unknown backhand,
,Ulf,Borjesson,SWE,,,,,,,right-handed,unknown backhand,
,Ulf,Eriksson,SWE,,,,,,,right-handed,unknown backhand,
,Ulf,Johnsson,SWE,,,,,,,right-handed,unknown backhand,
,Ulf,Pettersson,SWE,,,,,,,right-handed,unknown backhand,
,Ulices,Cerda,CHI,19730215.0,,,,,,right-handed,unknown backhand,
,Uwe,Zisser,AUT,19680316.0,,,,,,right-handed,unknown backhand,
,V,Vinodramachandran,IND,,,,,,,right-handed,unknown backhand,
b061,Vadim,Borisov,,19550430.0,,,,,,right-handed,unknown backhand,
,Valerio,Baiardo,ITA,19590924.0,,,,,,right-handed,unknown backhand,
,Valerio,Boccitto,VEN,19660115.0,,,,,,right-handed,unknown backhand,
,Valerio,Vairdo,ITA,,,,,,,right-handed,unknown backhand,
,Veerawah,Selvam,MLI,,,,,,,right-handed,unknown backhand,
,Vesa,Poenkkae,FIN,,,,,,,right-handed,unknown backhand,
,Vesa,Ponkka,FIN,,,,,,,right-handed,unknown backhand,
,Vicente,Castano,ESP,,,,,,,right-handed,unknown backhand,
,Vicente,Garcia,ESP,,,,,,,right-handed,unknown backhand,
,Victor,Caballero,PAR,19600826.0,,,,,,right-handed,unknown backhand,
,Victor,Caldarelli,URU,19641026.0,,,,,,right-handed,unknown backhand,
,Victor,Hendrikz,RSA,,,,,,,right-handed,unknown backhand,
,Victor,Lopez,ESP,,,,,,,right-handed,unknown backhand,
,Vijay,Paul,USA,,,,,,,right-handed,unknown backhand,
,Vince,Ranson,GBR,,,,,,,right-handed,unknown backhand,
,Vincent,Giudicelli,ITA,,,,,,,right-handed,unknown backhand,
,Vincent,Nigoul,FRA,19671130.0,,,,,,right-handed,unknown backhand,
,Vincent,Orlando,NGR,,,,,,,right-handed,unknown backhand,
,Vincenzo,Franchitti,ITA,19500522.0,,,,,,right-handed,unknown backhand,
,Vincenzo,Naso,ITA,19571208.0,,,,,,right-handed,unknown backhand,
,Vinod,Ramachandran,IND,19731006.0,,,,,,right-handed,unknown backhand,
,Vitor,Martins,BRA,19750107.0,,,,,,right-handed,unknown backhand,
,Vittorio,Magnelli,ITA,19570904.0,,,,,,right-handed,unknown backhand,
,Vladimir,Petrushenko,RUS,19701105.0,,,,,,right-handed,unknown backhand,
,Vladimir,Zibrat,SLO,,,,,,,right-handed,unknown backhand,
,Vojko,Fersch,SWE,,,,,,,right-handed,unknown backhand,
,Volker,Venohr,GER,19651010.0,,,,,,right-handed,unknown backhand,
,Vuk,Yovanovic,MAR,,,,,,,right-handed,unknown backhand,
,Waldemar,Rogowski,POL,19641211.0,,,,,,right-handed,unknown backhand,
,Waldo,Villanueva,CHI,,,,,,,right-handed,unknown backhand,
,Walid,Caracci,TUN,,,,,,,right-handed,unknown backhand,
,Walmir,Bandeira,BRA,19700504.0,,,,,,right-handed,unknown backhand,
,Walter,Antosch,GER,,,,,,,right-handed,unknown backhand,
,Walter,Bertini,ITA,19630227.0,,,,,,right-handed,unknown backhand,
,Walter,Dolhare,ARG,,,,,,,right-handed,unknown backhand,
,Walter,Redondo,USA,19580619.0,,,,,,right-handed,unknown backhand,
,Wang Cheng,Hsieh,TPE,19840920.0,,,,,,right-handed,unknown backhand,
,Warren,Brooks,USA,19700514.0,,,,,,right-handed,unknown backhand,
,Warren,Fulgenzi,USA,19681122.0,,,,,,right-handed,unknown backhand,
,Warren,Girle,AUS,,,,,,,right-handed,unknown backhand,
,Warren,Goslett,RSA,19680415.0,,,,,,right-handed,unknown backhand,
,Warren,Green,RSA,,,,,,,right-handed,unknown backhand,
,Warrick,Jones,USA,,,,,,,right-handed,unknown backhand,
,Wayne,Boich,USA,19750525.0,,,,,,right-handed,unknown backhand,
,Wayne,Cowley,AUS,19531205.0,,,,,,right-handed,unknown backhand,
,Wayne,Davis,AUS,19700625.0,,,,,,right-handed,unknown backhand,
p073,Wayne,Pascoe,AUS,19550419.0,,,,,,right-handed,unknown backhand,
,Wayne,Sewall,USA,,,,,,,right-handed,unknown backhand,
,Wege,Van Niekerk,RSA,19690110.0,,,,,,right-handed,unknown backhand,
,Wei Pin,Choo,SGP,19720404.0,,,,,,right-handed,unknown backhand,
,Wentzel,Pretorius,RSA,19710201.0,,,,,,right-handed,unknown backhand,
,Werner,Heinze,MEX,,,,,,,right-handed,unknown backhand,
,Werner,Hipfl,GER,,,,,,,right-handed,unknown backhand,
,Wes,Horskins,AUS,19630429.0,,,,,,right-handed,unknown backhand,
,Wesley,Cash,USA,,,,,,,right-handed,unknown backhand,
,Wilfredo,Henery,CUB,,,,,,,right-handed,unknown backhand,
,Wilhelm,Joubert,RSA,,,,,,,right-handed,unknown backhand,
,Will,Forsyth,USA,,,,,,,right-handed,unknown backhand,
,Willi,Otten,GER,19640120.0,,,,,,right-handed,unknown backhand,
,William,Blaze,USA,,,,,,,right-handed,unknown backhand,
,Will,Coghlan,AUS,,,,,,,right-handed,unknown backhand,
,William,Kyriakos,BRA,19720903.0,,,,,,right-handed,unknown backhand,
,William,Laban,USA,,,,,,,right-handed,unknown backhand,
,William,Mcgehee,USA,,,,,,,right-handed,unknown backhand,
,William,Ogene,NGR,,,,,,,right-handed,unknown backhand,
,William,Oneil,AUS,,,,,,,right-handed,unknown backhand,
,Bill,Durham,AUS,,,,,,,right-handed,unknown backhand,
,Witnand,Boom,IND,,,,,,,right-handed,unknown backhand,
,Wittaya,Samrej,THA,19640218.0,,,,,,right-handed,unknown backhand,
,Wojceh,Jamroz,POL,19670323.0,,,,,,right-handed,unknown backhand,
,Wolfgang,Grassler,AUT,,,,,,,right-handed,unknown backhand,
,Wolfgang,Spies,GER,,,,,,,right-handed,unknown backhand,
,Won Geun,Na,KOR,,,,,,,right-handed,unknown backhand,
,Worapol,Thongkamcho,THA,19680101.0,,,,,,right-handed,unknown backhand,
